sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Female,47.0,White,Never-married,Assoc-voc,United-States,Private,Other-service,<=50K
Male,24.0,White,Never-married,HS-grad,United-States,Private,Farming-fishing,<=50K
Female,63.0,White,Divorced,Doctorate,United-States,Federal-gov,Exec-managerial,>50K
Female,48.0,White,Never-married,5th-6th,Nicaragua,Private,Priv-house-serv,<=50K
Female,26.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,28.0,White,Separated,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,23.0,Black,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,57.0,Asian-Pac-Islander,Married-civ-spouse,Prof-school,India,Self-emp-inc,Prof-specialty,>50K
Male,,White,Divorced,Bachelors,United-States,State-gov,Tech-support,
Male,28.0,White,Never-married,Bachelors,United-States,Private,Exec-managerial,>50K
Male,28.0,White,Married-civ-spouse,7th-8th,United-States,Private,Sales,<=50K
Male,34.0,White,Married-civ-spouse,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,38.0,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Exec-managerial,>50K
Male,44.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Farming-fishing,>50K
Female,34.0,White,Never-married,Assoc-voc,United-States,Private,Prof-specialty,<=50K
Male,18.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,36.0,Other,Married-civ-spouse,12th,United-States,Private,Craft-repair,<=50K
Male,73.0,Asian-Pac-Islander,Married-civ-spouse,HS-grad,Vietnam,Self-emp-not-inc,Farming-fishing,<=50K
Male,24.0,White,Never-married,HS-grad,Mexico,Private,Other-service,
Male,29.0,Black,Married-civ-spouse,Bachelors,United-States,Local-gov,Exec-managerial,>50K
Male,33.0,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,<=50K
Female,57.0,Black,Separated,HS-grad,United-States,Federal-gov,Adm-clerical,<=50K
Female,55.0,Black,Widowed,10th,United-States,Private,Transport-moving,<=50K
Male,21.0,White,Married-civ-spouse,10th,United-States,Private,Craft-repair,<=50K
Male,36.0,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,26.0,Other,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K
Female,40.0,White,Divorced,Some-college,United-States,Private,Tech-support,<=50K
Male,32.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,21.0,White,Never-married,Some-college,United-States,Private,Other-service,
Male,59.0,White,Married-civ-spouse,Some-college,United-States,State-gov,Exec-managerial,<=50K
Female,29.0,Black,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,29.0,White,Divorced,Some-college,United-States,Self-emp-not-inc,Machine-op-inspct,<=50K
Male,59.0,White,Married-civ-spouse,Masters,United-States,Self-emp-inc,Exec-managerial,>50K
Male,58.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,>50K
Male,47.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,44.0,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,31.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,42.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,,White,Never-married,HS-grad,United-States,Private,Other-service,
Male,66.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,41.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,22.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Female,31.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,30.0,White,Never-married,Bachelors,United-States,Private,Sales,<=50K
Female,36.0,White,Separated,HS-grad,United-States,Self-emp-not-inc,Other-service,<=50K
Female,41.0,Asian-Pac-Islander,Divorced,Assoc-acdm,United-States,State-gov,Prof-specialty,<=50K
Male,19.0,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,60.0,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K
Male,24.0,White,Never-married,11th,United-States,Private,Transport-moving,
Male,25.0,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,<=50K
Female,52.0,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K
Female,30.0,White,Never-married,Bachelors,Germany,Private,Exec-managerial,<=50K
Male,37.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Female,55.0,White,Divorced,Doctorate,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Female,20.0,Black,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Female,32.0,White,Never-married,7th-8th,Mexico,Private,Priv-house-serv,<=50K
Male,18.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,24.0,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K
Male,33.0,White,Married-civ-spouse,Some-college,United-States,Local-gov,Protective-serv,
Male,57.0,White,Married-civ-spouse,Masters,United-States,Local-gov,Protective-serv,>50K
Female,53.0,White,Divorced,Masters,United-States,Private,Prof-specialty,<=50K
Female,19.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,50.0,White,Married-civ-spouse,Prof-school,United-States,Local-gov,Prof-specialty,>50K
Male,27.0,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K
Female,40.0,White,Separated,Assoc-voc,United-States,Private,Craft-repair,<=50K
Male,47.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Sales,<=50K
Male,39.0,White,Married-civ-spouse,Assoc-voc,United-States,Federal-gov,Prof-specialty,<=50K
Male,49.0,White,Divorced,Some-college,United-States,State-gov,Adm-clerical,<=50K
Male,,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Prof-specialty,
Male,50.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,28.0,White,Never-married,11th,United-States,Private,Transport-moving,<=50K
Male,30.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,47.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Male,39.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,37.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,50.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,37.0,White,Married-civ-spouse,10th,Mexico,Private,Machine-op-inspct,<=50K
Male,26.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,>50K
Male,55.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,
Male,46.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,32.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,26.0,White,Never-married,Bachelors,United-States,Private,Craft-repair,>50K
Male,32.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,>50K
Female,43.0,Asian-Pac-Islander,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Female,19.0,White,Divorced,HS-grad,El-Salvador,Private,Craft-repair,<=50K
Female,38.0,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K
Male,38.0,White,Married-civ-spouse,5th-6th,Mexico,Private,Sales,<=50K
Female,65.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Adm-clerical,<=50K
Male,70.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Exec-managerial,
Female,44.0,Black,Separated,Bachelors,United-States,Private,Machine-op-inspct,<=50K
Male,32.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Female,30.0,Black,Never-married,HS-grad,United-States,Local-gov,Protective-serv,<=50K
Male,49.0,White,Married-civ-spouse,Assoc-acdm,United-States,Federal-gov,Adm-clerical,>50K
Female,23.0,Black,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,25.0,White,Married-civ-spouse,Some-college,United-States,Private,Handlers-cleaners,<=50K
Female,19.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,27.0,White,Never-married,Assoc-voc,United-States,Private,Craft-repair,<=50K
Male,43.0,White,Never-married,HS-grad,United-States,State-gov,Transport-moving,<=50K
Male,,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,
Male,42.0,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,<=50K
Male,33.0,White,Never-married,Bachelors,United-States,Federal-gov,Adm-clerical,<=50K
Male,30.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,29.0,White,Never-married,Bachelors,United-States,Private,Tech-support,<=50K
Male,30.0,White,Married-civ-spouse,11th,United-States,Private,Craft-repair,<=50K
Male,26.0,White,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,<=50K
Male,43.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Female,30.0,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K
Male,38.0,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,>50K
Male,48.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,
Male,57.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Female,30.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,42.0,Black,Separated,Masters,United-States,Local-gov,Exec-managerial,>50K
Male,31.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,32.0,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K
Male,28.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,63.0,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,32.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Male,20.0,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Female,51.0,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Prof-specialty,
Male,24.0,Amer-Indian-Eskimo,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K
Female,41.0,White,Divorced,Assoc-voc,United-States,Local-gov,Adm-clerical,<=50K
Male,21.0,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,27.0,Asian-Pac-Islander,Never-married,Some-college,Cambodia,Private,Craft-repair,<=50K
Male,17.0,Black,Never-married,9th,United-States,Private,Other-service,<=50K
Female,45.0,White,Married-civ-spouse,1st-4th,United-States,Private,Other-service,<=50K
Female,39.0,White,Separated,HS-grad,United-States,State-gov,Adm-clerical,<=50K
Female,21.0,Amer-Indian-Eskimo,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K
Male,29.0,White,Never-married,Bachelors,United-States,Private,Prof-specialty,>50K
Male,,White,Never-married,Masters,United-States,Private,Sales,
Male,42.0,Black,Separated,HS-grad,United-States,Private,Transport-moving,<=50K
Male,22.0,White,Married-civ-spouse,5th-6th,Mexico,Private,Craft-repair,<=50K
Female,59.0,White,Widowed,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,40.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Female,45.0,White,Divorced,Some-college,United-States,Private,Other-service,<=50K
Male,35.0,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,58.0,White,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,<=50K
Male,45.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
Male,29.0,Amer-Indian-Eskimo,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,21.0,White,Never-married,11th,United-States,Private,Craft-repair,
Male,51.0,White,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,<=50K
Female,34.0,White,Married-civ-spouse,Some-college,United-States,Local-gov,Other-service,<=50K
Female,40.0,White,Divorced,Bachelors,United-States,Private,Adm-clerical,<=50K
Female,45.0,White,Divorced,11th,United-States,Private,Adm-clerical,<=50K
Male,38.0,White,Married-civ-spouse,10th,United-States,Self-emp-not-inc,Sales,>50K
Female,22.0,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,37.0,White,Married-civ-spouse,9th,United-States,Private,Other-service,<=50K
Female,62.0,White,Divorced,10th,United-States,Private,Other-service,<=50K
Female,32.0,White,Never-married,Bachelors,United-States,Federal-gov,Exec-managerial,<=50K
Female,36.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,
Male,43.0,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,37.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Male,28.0,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Female,47.0,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Other-service,>50K
Female,59.0,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,35.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,35.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,<=50K
Male,29.0,White,Never-married,Bachelors,United-States,Self-emp-not-inc,Prof-specialty,<=50K
Female,57.0,Black,Divorced,Assoc-acdm,United-States,Private,Prof-specialty,<=50K
Male,,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,
Male,37.0,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K
Male,20.0,White,Never-married,Some-college,United-States,Local-gov,Farming-fishing,<=50K
Male,44.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Female,20.0,White,Never-married,HS-grad,United-States,Local-gov,Adm-clerical,<=50K
Female,38.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Adm-clerical,>50K
Male,23.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,24.0,White,Married-spouse-absent,HS-grad,United-States,Private,Sales,<=50K
Male,46.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,32.0,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Transport-moving,<=50K
Male,21.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,
Male,32.0,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K
Male,41.0,White,Divorced,Some-college,United-States,Private,Sales,<=50K
Male,51.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,69.0,White,Never-married,7th-8th,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Male,39.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Craft-repair,>50K
Male,43.0,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K
Male,51.0,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Farming-fishing,>50K
Male,43.0,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K
Female,35.0,White,Divorced,11th,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,32.0,White,Divorced,HS-grad,United-States,Private,Craft-repair,
Female,25.0,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,64.0,White,Widowed,Some-college,United-States,Private,Sales,<=50K
Female,28.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,44.0,White,Married-civ-spouse,1st-4th,Mexico,Private,Protective-serv,<=50K
Male,40.0,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,>50K
Male,21.0,Asian-Pac-Islander,Never-married,Some-college,Philippines,Private,Handlers-cleaners,<=50K
Male,23.0,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Female,23.0,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,19.0,Black,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,
Male,39.0,White,Married-civ-spouse,10th,United-States,Private,Handlers-cleaners,<=50K
Female,51.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K
Male,25.0,White,Married-civ-spouse,10th,United-States,Private,Exec-managerial,<=50K
Male,33.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Female,34.0,White,Divorced,Some-college,United-States,State-gov,Adm-clerical,<=50K
Male,54.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Sales,<=50K
Female,24.0,White,Never-married,Bachelors,United-States,Private,Tech-support,<=50K
Male,28.0,Other,Never-married,HS-grad,Puerto-Rico,Private,Machine-op-inspct,<=50K
Male,33.0,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K
Male,31.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,
Male,70.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Exec-managerial,<=50K
Female,43.0,White,Married-civ-spouse,HS-grad,Nicaragua,Private,Machine-op-inspct,<=50K
Female,36.0,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K
Male,50.0,White,Never-married,11th,United-States,Local-gov,Craft-repair,<=50K
Female,21.0,Black,Never-married,Some-college,United-States,Private,Other-service,<=50K
Female,31.0,Black,Separated,Some-college,United-States,Private,Tech-support,<=50K
Female,39.0,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Female,29.0,White,Married-civ-spouse,7th-8th,United-States,Private,Other-service,<=50K
Male,39.0,White,Divorced,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,17.0,Other,Never-married,7th-8th,Mexico,Private,Farming-fishing,
Female,46.0,White,Divorced,Some-college,United-States,Private,Sales,<=50K
Male,62.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,32.0,Black,Divorced,10th,United-States,Private,Other-service,<=50K
Female,28.0,Black,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,19.0,Black,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,61.0,White,Married-civ-spouse,Doctorate,United-States,Local-gov,Exec-managerial,<=50K
Male,24.0,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Protective-serv,<=50K
Male,38.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Male,38.0,Black,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K
Male,,White,Never-married,10th,United-States,Private,Sales,
Male,28.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,52.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,61.0,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K
Male,69.0,White,Married-civ-spouse,5th-6th,United-States,Private,Machine-op-inspct,<=50K
Female,19.0,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,26.0,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K
Male,34.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Exec-managerial,>50K
Female,70.0,White,Married-civ-spouse,9th,United-States,Private,Machine-op-inspct,<=50K
Female,21.0,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,43.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,
Male,52.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,59.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Female,21.0,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,<=50K
Male,53.0,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Exec-managerial,>50K
Male,55.0,White,Married-civ-spouse,Some-college,United-States,State-gov,Protective-serv,>50K
Male,46.0,White,Divorced,Masters,United-States,Self-emp-inc,Sales,>50K
Female,36.0,White,Separated,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,39.0,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,30.0,White,Never-married,HS-grad,United-States,Private,Prof-specialty,<=50K
Female,22.0,White,Never-married,Some-college,United-States,Private,Sales,
Male,43.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,36.0,White,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,36.0,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,>50K
Female,50.0,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K
Female,27.0,White,Never-married,Bachelors,United-States,Federal-gov,Protective-serv,<=50K
Male,46.0,White,Married-civ-spouse,HS-grad,United-States,Federal-gov,Adm-clerical,>50K
Male,24.0,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,41.0,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K
Male,68.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,,White,Married-civ-spouse,Some-college,United-States,Local-gov,Exec-managerial,
Male,47.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K
Male,41.0,Black,Never-married,Some-college,United-States,Private,Other-service,<=50K
Female,31.0,White,Never-married,Doctorate,United-States,Self-emp-not-inc,Prof-specialty,<=50K
Male,29.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Female,26.0,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,51.0,White,Widowed,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,26.0,Other,Never-married,Bachelors,United-States,Federal-gov,Tech-support,<=50K
Female,27.0,White,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,36.0,White,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,<=50K
Female,28.0,White,Never-married,Bachelors,United-States,Federal-gov,Prof-specialty,
Female,53.0,White,Divorced,Bachelors,United-States,Private,Tech-support,<=50K
Male,40.0,White,Divorced,Bachelors,United-States,State-gov,Prof-specialty,<=50K
Female,38.0,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K
Male,53.0,White,Married-civ-spouse,10th,United-States,Private,Other-service,<=50K
Male,34.0,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Craft-repair,<=50K
Male,43.0,White,Divorced,HS-grad,United-States,Private,Transport-moving,<=50K
Male,64.0,White,Married-civ-spouse,10th,United-States,Private,Adm-clerical,<=50K
Female,21.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Female,38.0,Asian-Pac-Islander,Never-married,Prof-school,Canada,Federal-gov,Prof-specialty,>50K
Male,47.0,Black,Divorced,Masters,United-States,Local-gov,Protective-serv,
Male,48.0,Asian-Pac-Islander,Married-civ-spouse,Doctorate,China,Private,Prof-specialty,>50K
Male,57.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Female,37.0,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,37.0,White,Divorced,11th,United-States,Private,Farming-fishing,<=50K
Male,51.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,>50K
Female,32.0,White,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,<=50K
Male,49.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,52.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,64.0,White,Married-civ-spouse,Assoc-acdm,United-States,Federal-gov,Exec-managerial,>50K
Female,,White,Divorced,HS-grad,United-States,Private,Adm-clerical,
Male,24.0,White,Married-civ-spouse,Some-college,United-States,State-gov,Prof-specialty,<=50K
Male,39.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Female,23.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,30.0,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K
Female,34.0,White,Divorced,Masters,United-States,Private,Prof-specialty,>50K
Male,30.0,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Female,25.0,Black,Never-married,Bachelors,United-States,Private,Sales,<=50K
Male,58.0,Black,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,32.0,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Female,37.0,Black,Separated,HS-grad,United-States,Private,Other-service,
Female,35.0,Black,Separated,HS-grad,United-States,Private,Other-service,<=50K
Male,18.0,White,Never-married,5th-6th,Honduras,Private,Handlers-cleaners,<=50K
Female,46.0,White,Divorced,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,71.0,White,Never-married,Bachelors,United-States,Private,Craft-repair,>50K
Female,44.0,White,Divorced,10th,United-States,Private,Adm-clerical,<=50K
Female,45.0,White,Divorced,10th,United-States,Private,Sales,<=50K
Male,40.0,White,Married-civ-spouse,12th,Cuba,Private,Prof-specialty,>50K
Male,38.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Female,52.0,Asian-Pac-Islander,Married-civ-spouse,HS-grad,China,Private,Machine-op-inspct,<=50K
Male,47.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,
Female,49.0,White,Divorced,Bachelors,United-States,Private,Tech-support,<=50K
Male,59.0,White,Married-civ-spouse,HS-grad,United-States,State-gov,Sales,<=50K
Female,22.0,White,Never-married,Assoc-voc,United-States,Private,Adm-clerical,<=50K
Male,44.0,White,Married-civ-spouse,Some-college,United-States,Local-gov,Exec-managerial,>50K
Female,76.0,White,Widowed,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,50.0,White,Never-married,10th,United-States,Local-gov,Other-service,<=50K
Male,33.0,White,Married-civ-spouse,Some-college,United-States,Local-gov,Protective-serv,<=50K
Male,43.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Female,27.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,>50K
Male,,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Craft-repair,
Male,40.0,White,Married-civ-spouse,11th,United-States,Private,Transport-moving,<=50K
Female,49.0,Amer-Indian-Eskimo,Divorced,Some-college,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,48.0,White,Never-married,Some-college,United-States,Self-emp-inc,Craft-repair,<=50K
Female,49.0,White,Separated,HS-grad,Puerto-Rico,Private,Prof-specialty,<=50K
Male,22.0,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,<=50K
Female,42.0,White,Divorced,HS-grad,England,Private,Exec-managerial,<=50K
Female,36.0,White,Divorced,Some-college,United-States,Private,Prof-specialty,<=50K
Female,30.0,Black,Never-married,HS-grad,United-States,State-gov,Other-service,<=50K
Male,40.0,Amer-Indian-Eskimo,Never-married,HS-grad,United-States,Local-gov,Craft-repair,<=50K
Male,42.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,
Male,56.0,White,Married-civ-spouse,HS-grad,Italy,Private,Machine-op-inspct,>50K
Female,55.0,White,Divorced,Some-college,United-States,Private,Prof-specialty,<=50K
Male,25.0,White,Married-civ-spouse,HS-grad,Mexico,Private,Other-service,<=50K
Female,33.0,Asian-Pac-Islander,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,55.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,47.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Female,23.0,White,Never-married,Assoc-acdm,United-States,Private,Sales,<=50K
Female,55.0,White,Divorced,Bachelors,Germany,Self-emp-inc,Sales,<=50K
Female,43.0,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,31.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Sales,
Female,62.0,White,Widowed,Assoc-acdm,United-States,State-gov,Prof-specialty,<=50K
